image,alb,bet,dol,lag,nof,other,shark,yft
img_06332.jpg,0.259438186884,0.0750730931759,0.0367403514683,0.00203496217728,0.264432400465,0.0735402926803,0.128075689077,0.160664990544
img_05882.jpg,0.247384175658,0.0550619475543,0.00141921627801,0.048779822886,0.00537397665903,0.0341697111726,0.010158514604,0.597652614117
img_03527.jpg,0.085641361773,0.0679144114256,0.369064569473,0.00181886029895,0.0168165434152,0.013708692044,0.00673302914947,0.438302516937
img_01618.jpg,0.185002043843,0.0530144385993,0.00102179881651,0.00265572732314,0.0111831044778,0.720517396927,0.00832398608327,0.0182815175503
img_02625.jpg,0.0350262857974,0.0229080226272,0.00959699694067,0.0307097136974,0.0695585906506,0.592902302742,0.0432804189622,0.19601765275
img_03866.jpg,0.201981842518,0.125072985888,0.00350892124698,0.011703771539,0.0807781144977,0.464372247458,0.0150570720434,0.0975250974298
img_07746.jpg,0.114293724298,0.0336604267359,0.0234580412507,0.00377279287204,0.0749406069517,0.465700745583,0.0503616034985,0.233811989427
img_06412.jpg,0.149766683578,0.122137181461,0.00680120196193,0.145322501659,0.0150990290567,0.108011171222,0.00520278327167,0.447659492493
img_06690.jpg,0.137420997024,0.0148853091523,0.137936577201,0.00524984626099,0.0754631236196,0.0457676462829,0.0118611818179,0.571415364742
img_01669.jpg,0.459810912609,0.159865602851,0.00243629515171,0.244370058179,0.0259873699397,0.0666344985366,0.00607084110379,0.034824423492
img_04835.jpg,0.0575631558895,0.0983197018504,0.0292622745037,0.026208948344,0.058928899467,0.591128468513,0.0174352470785,0.121153384447
img_02911.jpg,0.226013869047,0.115249097347,0.0476227104664,0.249110266566,0.128829553723,0.122693613172,0.00612316932529,0.10435770452
img_01537.jpg,0.517989039421,0.0259873811156,0.042203001678,0.00504265679047,0.143924474716,0.171163916588,0.00363400904462,0.0900554582477
img_06021.jpg,0.0420218780637,0.123710699379,0.521645784378,0.00113515241537,0.0121074356139,0.00416030082852,0.0137927439064,0.281426042318
img_00518.jpg,0.389726251364,0.0958904922009,0.118031442165,0.00249784323387,0.08427580446,0.0208962578326,0.0820683836937,0.206613630056
img_07590.jpg,0.470220953226,0.0681457072496,0.00664960639551,0.0451680384576,0.198039069772,0.0356781966984,0.0184078570455,0.157690629363
img_01384.jpg,0.0692584291101,0.0952210426331,0.0484973676503,0.00202984106727,0.0583379752934,0.256808131933,0.0416054092348,0.428241729736
img_04657.jpg,0.287178903818,0.118697047234,0.411490917206,0.0128007829189,0.019261835143,0.0470168329775,0.00643385481089,0.0971197709441
img_06859.jpg,0.089430436492,0.145382255316,0.0391129665077,0.00221331627108,0.237541392446,0.155015513301,0.0453849136829,0.285919129848
img_00129.jpg,0.0956526622176,0.0630871430039,0.00852237455547,0.0975692495704,0.0123934168369,0.208081945777,0.214878335595,0.299814909697
img_03239.jpg,0.0124460896477,0.0621326081455,0.000743416778278,0.000232259495533,0.00601885188371,0.00410745851696,0.904486358166,0.00983288697898
img_02759.jpg,0.174277663231,0.0493454970419,0.053268622607,0.0184247493744,0.156316876411,0.116478331387,0.0277852024883,0.404103010893
img_03199.jpg,0.442063570023,0.106179378927,0.0108671886846,0.0131424479187,0.0388723686337,0.0989931896329,0.151512339711,0.138369470835
img_04726.jpg,0.00637695984915,0.00704634608701,0.00108719791751,0.000285087735392,0.955323338509,0.0256944298744,0.000459075847175,0.00372761813924
img_04712.jpg,0.0422390475869,0.0652441084385,0.185481846333,0.00638245372102,0.0380307734013,0.0128130558878,0.0280973296613,0.621711313725
img_00469.jpg,0.452777057886,0.0944680944085,0.0151881612837,0.0423594377935,0.0805725976825,0.209155783057,0.0190475229174,0.0864313393831
img_04962.jpg,0.320496916771,0.0253832116723,0.0503322333097,0.00127558875829,0.0976728051901,0.0593723021448,0.0174378044903,0.428029149771
img_02299.jpg,0.263678103685,0.257371872663,0.0140250883996,0.165216386318,0.0182970073074,0.077449567616,0.0416341908276,0.162327721715
img_07143.jpg,0.181788757443,0.116095729172,0.0150735927746,0.0115879373625,0.542252957821,0.0456464067101,0.0308688674122,0.0566857382655
img_00717.jpg,0.238857403398,0.42706912756,0.00299955555238,0.0161280594766,0.0101390127093,0.184171900153,0.00930419657379,0.11133069545
img_07717.jpg,0.369558215141,0.332473129034,0.0101162567735,0.00862979795784,0.0194566529244,0.193512752652,0.0120508400723,0.054202336818
img_03504.jpg,0.149745240808,0.362245023251,0.0106304651126,0.0019606333226,0.0138837480918,0.28654807806,0.0142502877861,0.160736531019
img_01249.jpg,0.278741896152,0.0317070931196,0.0502408146858,0.302421241999,0.143423438072,0.0586861744523,0.00796698406339,0.126812368631
img_03886.jpg,0.395553439856,0.0513237044215,0.0324915125966,0.00294446782209,0.451558083296,0.0202557481825,0.00120265188161,0.0446703359485
